URN,LA (code),LA (name),EstablishmentNumber,EstablishmentName,TypeOfEstablishment (code),TypeOfEstablishment (name),EstablishmentTypeGroup (code),EstablishmentTypeGroup (name),EstablishmentStatus (code),EstablishmentStatus (name),ReasonEstablishmentOpened (code),ReasonEstablishmentOpened (name),OpenDate,ReasonEstablishmentClosed (code),ReasonEstablishmentClosed (name),CloseDate,PhaseOfEducation (code),PhaseOfEducation (name),StatutoryLowAge,StatutoryHighAge,Boarders (code),Boarders (name),NurseryProvision (name),OfficialSixthForm (code),OfficialSixthForm (name),Gender (code),Gender (name),ReligiousCharacter (code),ReligiousCharacter (name),ReligiousEthos (name),Diocese (code),Diocese (name),AdmissionsPolicy (code),AdmissionsPolicy (name),SchoolCapacity,SpecialClasses (code),SpecialClasses (name),CensusDate,NumberOfPupils,NumberOfBoys,NumberOfGirls,PercentageFSM,TrustSchoolFlag (code),TrustSchoolFlag (name),Trusts (code),Trusts (name),SchoolSponsorFlag (name),SchoolSponsors (name),FederationFlag (name),Federations (code),Federations (name),UKPRN,FEHEIdentifier,FurtherEducationType (name),OfstedLastInsp,OfstedSpecialMeasures (code),OfstedSpecialMeasures (name),LastChangedDate,Street,Locality,Address3,Town,County (name),Postcode,SchoolWebsite,TelephoneNum,HeadTitle (name),HeadFirstName,HeadLastName,HeadPreferredJobTitle,BSOInspectorateName (name),InspectorateReport,DateOfLastInspectionVisit,NextInspectionVisit,TeenMoth (name),TeenMothPlaces,CCF (name),SENPRU (name),EBD (name),PlacesPRU,FTProv (name),EdByOther (name),Section41Approved (name),SEN1 (name),SEN2 (name),SEN3 (name),SEN4 (name),SEN5 (name),SEN6 (name),SEN7 (name),SEN8 (name),SEN9 (name),SEN10 (name),SEN11 (name),SEN12 (name),SEN13 (name),TypeOfResourcedProvision (name),ResourcedProvisionOnRoll,ResourcedProvisionCapacity,SenUnitOnRoll,SenUnitCapacity,GOR (code),GOR (name),DistrictAdministrative (code),DistrictAdministrative (name),AdministrativeWard (code),AdministrativeWard (name),ParliamentaryConstituency (code),ParliamentaryConstituency (name),UrbanRural (code),UrbanRural (name),GSSLACode (name),Easting,Northing,MSOA (name),LSOA (name),InspectorateName (name),SENStat,SENNoStat,BoardingEstablishment (name),PropsName,PreviousLA (code),PreviousLA (name),PreviousEstablishmentNumber,OfstedRating (name),RSCRegion (name),Country (name),UPRN,SiteName,QABName (code),QABName (name),EstablishmentAccredited (code),EstablishmentAccredited (name),QABReport,CHNumber,MSOA (code),LSOA (code),FSM,AccreditationExpiryDate
134516,"383","Leeds","3923","Meadowfield Primary School","05","Foundation school","4","Local authority maintained schools","2","Closed","01","Result of Amalgamation","01-09-2004","10","Academy Converter","31-10-2018","2","Primary",3,11,"1","No boarders","Has Nursery Classes","2","Does not have a sixth form","3","Mixed","06","None","Does not apply","0000","Not applicable","0","Not applicable",494,"1","Has Special Classes","18-01-2018","474","245","229","53.8","2","Not supported by a trust","","","Not applicable","","Not under a federation","","",10053225,"","Not applicable","16-11-2017","0","Not applicable","30-11-2019","Halton Moor Avenue","","","Leeds","West Yorkshire","LS9 0JY","","","Mrs","Helen","Stout","","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011412","Temple Newsam","E14000778","Leeds East","A1","(England/Wales) Urban major conurbation","E08000035",433674,433230,"Leeds 072","Leeds 072D","","","","","","999","","","Good","Lancashire and West Yorkshire","","72140700","","0","Not applicable","0","Not applicable","","","E02002401","E01011624","220",""
134884,"383","Leeds","7074","West Specialist Inclusive Learning Centre","07","Community special school","5","Special schools","1","Open","06","New Provision","01-01-2005","00","Not applicable","","0","Not applicable",2,19,"1","No boarders","Has Nursery Classes","1","Has a sixth form","3","Mixed","00","Does not apply","Does not apply","0000","Not applicable","0","Not applicable",205,"1","Has Special Classes","20-01-2022","240","160","80","54.00","0","Not applicable","","","Not applicable","","Not under a federation","","",10015652,"","Not applicable","16-06-2022","0","Not applicable","17-05-2023","4 Town Street","Stanningley","","Pudsey","West Yorkshire","LS28 6HL","","01133862450","","Michelle","Handscombe","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","SpLD - Specific Learning Difficulty","PD - Physical Disability","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011387","Bramley & Stanningley","E14000781","Leeds West","A1","(England/Wales) Urban major conurbation","E08000035",422570,434793,"Leeds 052","Leeds 052C","","","","","","999","","","Good","Lancashire and West Yorkshire","","","","0","Not applicable","0","Not applicable","","","E02002381","E01011335","95",""
134885,"383","Leeds","7073","North West Specialist Inclusive Learning Centre","07","Community special school","5","Special schools","2","Closed","06","New Provision","01-01-2005","06","For Academy","30-04-2021","0","Not applicable",2,19,"1","No boarders","Has Nursery Classes","1","Has a sixth form","3","Mixed","00","Does not apply","Does not apply","0000","Not applicable","0","Not applicable","","1","Has Special Classes","21-01-2021","254","193","61","52.5","0","Not applicable","","","Not applicable","","Not under a federation","","",10017914,"","Not applicable","24-10-2018","0","Not applicable","04-07-2021","Tongue Lane","Meanwood","","Leeds","West Yorkshire","LS6 4QD","","","Mr","Gavin","Hosford","Acting Principal","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","SpLD - Specific Learning Difficulty","PD - Physical Disability","MLD - Moderate Learning Difficulty","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011405","Moortown","E14000779","Leeds North East","A1","(England/Wales) Urban major conurbation","E08000035",429103,438288,"Leeds 025","Leeds 025A","","","","","","999","","","Requires improvement","Lancashire and West Yorkshire","","72130547","","0","Not applicable","0","Not applicable","","","E02002354","E01011505","115",""
134913,"383","Leeds","3925","Great Preston VC CofE Primary School","03","Voluntary controlled school","4","Local authority maintained schools","1","Open","01","Result of Amalgamation","02-09-2005","00","Not applicable","","2","Primary",3,11,"1","No boarders","Has Nursery Classes","2","Does not have a sixth form","3","Mixed","02","Church of England","Does not apply","CE43","Diocese of Leeds (ce)","0","Not applicable",240,"0","Not applicable","20-01-2022","237","118","119","14.70","0","Not applicable","","","Not applicable","","Not under a federation","","",10079168,"","Not applicable","21-03-2018","0","Not applicable","05-06-2023","Preston Lane","Great Preston","","Leeds","West Yorkshire","LS26 8AR","www.greatpreston-pri.leeds.sch.uk","01132320034","Mrs","Val","Law","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011401","Kippax & Methley","E14000689","Elmet and Rothwell","C1","(England/Wales) Urban city and town","E08000035",440405,429164,"Leeds 103","Leeds 103B","","","","","","999","","","Good","Lancashire and West Yorkshire","","72565961","","0","Not applicable","0","Not applicable","","","E02002432","E01011308","32",""
134973,"383","Leeds","3926","Fountain Primary School","01","Community school","4","Local authority maintained schools","1","Open","01","Result of Amalgamation","01-09-2005","00","Not applicable","","2","Primary",3,11,"1","No boarders","Has Nursery Classes","2","Does not have a sixth form","3","Mixed","00","Does not apply","Does not apply","0000","Not applicable","0","Not applicable",458,"0","Not applicable","20-01-2022","405","202","203","22.50","0","Not applicable","","","Not applicable","","Not under a federation","","",10071733,"","Not applicable","25-11-2021","0","Not applicable","10-11-2022","Fountain Street","Morley","","Leeds","West Yorkshire","LS27 0AW","www.fountainprimary.leeds.sch.uk/","01138878235","Mrs","Emma","Walker","","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011407","Morley South","E14000826","Morley and Outwood","A1","(England/Wales) Urban major conurbation","E08000035",425822,427015,"Leeds 104","Leeds 104C","","","","","","999","","","Good","Lancashire and West Yorkshire","","72350532","","0","Not applicable","0","Not applicable","","","E02002433","E01011545","88",""
135162,"383","Leeds","3930","Mill Field Primary School","01","Community school","4","Local authority maintained schools","2","Closed","01","Result of Amalgamation","01-09-2007","06","For Academy","30-11-2020","2","Primary",3,11,"1","No boarders","Has Nursery Classes","2","Does not have a sixth form","3","Mixed","00","Does not apply","Does not apply","0000","Not applicable","0","Not applicable",420,"2","No Special Classes","16-01-2020","376","191","185","41","0","Not applicable","","","Not applicable","","Not under a federation","","",10071717,"","Not applicable","19-06-2019","0","Not applicable","30-11-2020","Potternewton Mount","","","Leeds","West Yorkshire","LS7 2DR","","","","Jo","Heggie","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011390","Chapel Allerton","E14000779","Leeds North East","A1","(England/Wales) Urban major conurbation","E08000035",429767,436461,"Leeds 038","Leeds 038B","","","","","","999","","","Special Measures","Lancashire and West Yorkshire","","72160544","","0","Not applicable","0","Not applicable","","","E02002367","E01011355","151",""
135210,"383","Leeds","3931","Allerton CofE Primary School","03","Voluntary controlled school","4","Local authority maintained schools","1","Open","01","Result of Amalgamation","01-09-2007","00","Not applicable","","2","Primary",2,11,"1","No boarders","Has Nursery Classes","2","Does not have a sixth form","3","Mixed","02","Church of England","Does not apply","CE43","Diocese of Leeds (ce)","0","Not applicable",630,"2","No Special Classes","20-01-2022","689","360","329","26.90","0","Not applicable","","","Not applicable","","Not under a federation","","",10079949,"","Not applicable","06-07-2022","0","Not applicable","07-06-2023","Lingfield Approach","Alwoodley","","Leeds","West Yorkshire","LS17 7HL","www.allertonceprimary.com","01132930699","Mrs","Helen","Stott","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","Not applicable","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05012842","Alwoodley","E14000779","Leeds North East","A1","(England/Wales) Urban major conurbation","E08000035",429837,439357,"Leeds 018","Leeds 018C","","","","","","999","","","Good","Lancashire and West Yorkshire","","72121441","","0","Not applicable","0","Not applicable","","","E02002347","E01011559","169",""
135551,"383","Leeds","4852","Swallow Hill Community College","01","Community school","4","Local authority maintained schools","2","Closed","01","Result of Amalgamation","01-09-2009","06","For Academy","30-06-2013","4","Secondary",11,18,"1","No boarders","No Nursery Classes","1","Has a sixth form","3","Mixed","00","Does not apply","Does not apply","0000","Not applicable","4","Non-selective",1200,"2","No Special Classes","","","","","","0","Not applicable","","","Not applicable","","Not under a federation","","",10027414,"","Not applicable","","0","Not applicable","30-11-2019","Whingate Road","Armley","","Leeds","West Yorkshire","LS12 3DS","","","Mrs","Gill","Knutsson","","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011385","Armley","E14000781","Leeds West","A1","(England/Wales) Urban major conurbation","E08000035",426259,433223,"Leeds 078","Leeds 078B","","","","","","999","","","","Lancashire and West Yorkshire","","72679873","","0","Not applicable","0","Not applicable","","","E02002407","E01011729","",""
135771,"383","Leeds","8025","Luminate Education Group","18","Further education","1","Colleges","1","Open","01","Result of Amalgamation","01-04-2009","99","","","6","16 plus",14,99,"9","","Not applicable","0","Not applicable","3","Mixed","99","","","0000","Not applicable","0","Not applicable","","0","Not applicable","","","","","","0","Not applicable","","","Not applicable","","Not applicable","","",10024962,"","General Further Education College","29-04-2022","0","Not applicable","24-01-2023","Park Lane","","Leeds City College, College House","Leeds","West Yorkshire","LS3 1AA","www.leedscitycollege.ac.uk","01133861997","Mr","Colin","Booth","Chief Executive & Principal","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011403","Little London & Woodhouse","E14000777","Leeds Central","A1","(England/Wales) Urban major conurbation","E08000035",429143,433884,"Leeds 063","Leeds 063B","","","","","","999","","","Good","Lancashire and West Yorkshire","","72153600","","0","Not applicable","0","Not applicable","","","E02002392","E01011678","",""
135935,"383","Leeds","6906","Leeds West Academy","28","Academy sponsor led","10","Academies","1","Open","06","New Provision","01-09-2009","00","Not applicable","","4","Secondary",11,16,"1","No boarders","Not applicable","2","Does not have a sixth form","3","Mixed","00","Does not apply","None","0000","Not applicable","4","Non-selective",1200,"0","Not applicable","20-01-2022","1360","633","727","37.50","3","Supported by a multi-academy trust","5316","WHITE ROSE ACADEMIES TRUST","Linked to a sponsor","White Rose Academies Trust","Not applicable","","",10027710,"","Not applicable","15-05-2019","0","Not applicable","18-04-2023","Intake Lane","","Rodley","Leeds","West Yorkshire","LS13 1DQ","www.leedswestacademy.org.uk","01132295454","Mr","Dan","Whieldon","Principal","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","Not applicable","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011387","Bramley & Stanningley","E14000781","Leeds West","A1","(England/Wales) Urban major conurbation","E08000035",422850,435373,"Leeds 052","Leeds 052B","","","","","","999","","","Good","Lancashire and West Yorkshire","","72699149","","0","Not applicable","0","Not applicable","","","E02002381","E01011328","509",""
135969,"383","Leeds","6907","South Leeds Academy","28","Academy sponsor led","10","Academies","2","Closed","06","New Provision","01-09-2009","04","Fresh Start","31-03-2018","4","Secondary",11,19,"1","No boarders","Not applicable","1","Has a sixth form","3","Mixed","00","Does not apply","None","0000","Not applicable","4","Non-selective",1050,"2","No Special Classes","18-01-2018","862","422","440","30.2","2","Not supported by a trust","","","-","","Not applicable","","",10027987,"","Not applicable","14-12-2016","0","Not applicable","30-11-2019","Old Run Road","","","Leeds","West Yorkshire","LS10 2JU","","","Mr","David","Gurney","Principal","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011404","Middleton Park","E14000777","Leeds Central","A1","(England/Wales) Urban major conurbation","E08000035",430577,430055,"Leeds 092","Leeds 092A","","","","","","999","","","Serious Weaknesses","Lancashire and West Yorkshire","","72043141","","0","Not applicable","0","Not applicable","","","E02002421","E01011471","260",""
136326,"383","Leeds","2396","Green Lane Primary Academy","34","Academy converter","10","Academies","1","Open","10","Academy Converter","01-11-2010","99","","","2","Primary",3,11,"1","No boarders","Has Nursery Classes","0","Not applicable","3","Mixed","06","None","Does not apply","0000","Not applicable","0","Not applicable",475,"2","No Special Classes","20-01-2022","459","219","240","7.20","3","Supported by a multi-academy trust","4474","DELTA ACADEMIES TRUST","Linked to a sponsor","Delta Academies Trust","Not applicable","","",10032191,"","Not applicable","","0","Not applicable","14-06-2023","Ribblesdale Avenue","Garforth","","Leeds","West Yorkshire","LS25 2JX","www.glpa.org.uk","01132127107","Mrs","Joanne","Sercombe","Executive Principal","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","Not applicable","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05013830","Garforth & Swillington","E14000689","Elmet and Rothwell","C1","(England/Wales) Urban city and town","E08000035",441807,432727,"Leeds 077","Leeds 077D","","","","","","999","","","","Lancashire and West Yorkshire","","72566318","","0","Not applicable","0","Not applicable","","","E02002406","E01011404","30",""
